54.36.148.203 - - [08/Dec/2018:02:11:40 -0800] "GET /self.logs/error.log.2018-01-07.gz HTTP/1.1" 200 3992 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)" 
36.110.199.22 - - [08/Dec/2018:02:11:52 -0800] "GET /twitter-icon.png HTTP/1.1" 200 27732 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0" 
36.110.199.176 - - [08/Dec/2018:02:11:55 -0800] "GET /GitHub-Mark.png HTTP/1.1" 200 7372 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0" 
40.77.167.102 - - [08/Dec/2018:02:13:41 -0800] "GET /self.logs/access.log.2017-10-10.gz HTTP/1.1" 304 189 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" 
40.77.167.102 - - [08/Dec/2018:02:13:42 -0800] "GET /self.logs/access.log.2018-10-02.gz HTTP/1.1" 304 189 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" 
40.77.167.102 - - [08/Dec/2018:02:13:42 -0800] "GET /self.logs/?C=M;O=A HTTP/1.1" 200 14130 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" 
195.138.81.161 - - [08/Dec/2018:02:14:49 -0800] "GET /honeypot/Honeypot%20-%20Howto.pdf HTTP/1.1" 200 1279362 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
3.17.77.122 - - [08/Dec/2018:02:15:38 -0800] "GET / HTTP/1.1" 200 12470 "-" "Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Safari/602.1" 
54.36.148.118 - - [08/Dec/2018:02:24:13 -0800] "GET /self.logs/2016/access.log.2016-09-01.gz HTTP/1.1" 200 12625 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)" 
18.216.189.229 - - [08/Dec/2018:02:35:10 -0800] "GET / HTTP/1.1" 200 12470 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:47.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.106 Safari/537.36 OPR/38.0.2220.41" 
18.220.180.112 - - [08/Dec/2018:02:35:14 -0800] "GET / HTTP/1.1" 200 12470 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X x.y; rv:42.0) Trident/5.0 Safari/602.1" 
113.171.224.176 - - [08/Dec/2018:02:35:40 -0800] "GET /honeypot/Honeypot%20-%20Howto.pdf HTTP/1.1" 200 61320 "-" "Mozilla/5.0 Gecko/20100115 Firefox/3.6" 
157.55.39.194 - - [08/Dec/2018:02:42:14 -0800] "GET /self.logs/error.log.2017-09-25.gz HTTP/1.1" 200 1829 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" 
157.55.39.194 - - [08/Dec/2018:02:42:16 -0800] "GET /self.logs/error.log.2017-11-28.gz HTTP/1.1" 200 2027 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" 
157.55.39.194 - - [08/Dec/2018:02:42:16 -0800] "GET /self.logs/access.log.2017-06-04.gz HTTP/1.1" 200 25070 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" 
157.55.39.194 - - [08/Dec/2018:02:42:17 -0800] "GET /self.logs/access.log.2017-07-27.gz HTTP/1.1" 200 21470 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" 
157.55.39.194 - - [08/Dec/2018:02:42:17 -0800] "GET /self.logs/access.log.2017-11-10.gz HTTP/1.1" 200 28725 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" 
157.55.39.194 - - [08/Dec/2018:02:42:18 -0800] "GET /self.logs/error.log.2016-09-24.gz HTTP/1.1" 404 339 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" 
54.36.148.212 - - [08/Dec/2018:02:42:23 -0800] "GET /self.logs/2016/error.log.2016-06-22.gz HTTP/1.1" 200 889 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)" 
3.17.77.122 - - [08/Dec/2018:02:45:06 -0800] "GET / HTTP/1.1" 200 12470 "-" "Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Chrome/67.0.3396.79 Safari/537.36" 
54.36.148.222 - - [08/Dec/2018:02:49:06 -0800] "GET /self.logs/error.log.2016-11-17.gz HTTP/1.1" 404 284 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)" 
54.36.149.44 - - [08/Dec/2018:02:49:31 -0800] "GET /self.logs/access.log.2016-07-18.gz HTTP/1.1" 404 284 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)" 
218.106.145.22 - - [08/Dec/2018:02:51:17 -0800] "GET / HTTP/1.1" 200 12470 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.80 Safari/537.36" 
218.106.145.22 - - [08/Dec/2018:02:51:19 -0800] "GET /GitHub-Mark.png HTTP/1.1" 200 7428 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.80 Safari/537.36" 
218.106.145.22 - - [08/Dec/2018:02:51:19 -0800] "GET /twitter-icon.png HTTP/1.1" 200 27788 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.80 Safari/537.36" 
218.106.145.22 - - [08/Dec/2018:02:51:24 -0800] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 590 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.80 Safari/537.36" 
157.55.39.173 - - [08/Dec/2018:02:51:34 -0800] "GET /self.logs/access.log.2018-10-12.gz HTTP/1.1" 200 18648 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" 
54.36.148.108 - - [08/Dec/2018:03:07:59 -0800] "GET /self.logs/access.log.2016-03-31.gz HTTP/1.1" 404 284 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)" 
1.173.127.224 - - [08/Dec/2018:03:14:29 -0800] "GET / HTTP/1.1" 200 12470 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36" 
36.236.35.246 - - [08/Dec/2018:03:14:34 -0800] "GET /twitter-icon.png HTTP/1.1" 200 27788 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36" 
1.173.127.224 - - [08/Dec/2018:03:14:35 -0800] "GET /GitHub-Mark.png HTTP/1.1" 200 7428 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36" 
18.218.140.102 - - [08/Dec/2018:03:15:08 -0800] "GET / HTTP/1.1" 200 12470 "-" "Mozilla/5.0 (X11; Linux x86_64) Trident/5.0 Firefox/42.0" 
54.36.148.155 - - [08/Dec/2018:03:15:11 -0800] "GET /self.logs/2016/error.log.2016-10-02.gz HTTP/1.1" 200 1620 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)" 
41.248.148.111 - - [08/Dec/2018:03:28:25 -0800] "GET /wp-login.php HTTP/1.1" 418 732 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1" 
41.248.148.111 - - [08/Dec/2018:03:28:25 -0800] "GET / HTTP/1.1" 418 732 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1" 
69.17.195.6 - - [08/Dec/2018:03:28:57 -0800] "GET / HTTP/1.1" 200 12470 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36" 
69.17.195.6 - - [08/Dec/2018:03:28:57 -0800] "GET /twitter-icon.png HTTP/1.1" 200 27787 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36" 
69.17.195.6 - - [08/Dec/2018:03:28:58 -0800] "GET /GitHub-Mark.png HTTP/1.1" 200 7427 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36" 
69.17.195.6 - - [08/Dec/2018:03:28:59 -0800] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 589 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36" 
85.216.151.94 - - [08/Dec/2018:03:29:19 -0800] "GET /wp-login.php HTTP/1.1" 418 732 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1" 
85.216.151.94 - - [08/Dec/2018:03:29:19 -0800] "GET / HTTP/1.1" 418 732 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1" 
54.36.148.235 - - [08/Dec/2018:03:29:47 -0800] "GET /self.logs/access.log.2017-05-31.gz HTTP/1.1" 200 18673 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)" 
203.170.74.138 - - [08/Dec/2018:03:30:22 -0800] "GET /wp-login.php HTTP/1.1" 418 732 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1" 
203.170.74.138 - - [08/Dec/2018:03:30:23 -0800] "GET / HTTP/1.1" 418 732 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1" 
52.15.221.36 - - [08/Dec/2018:03:35:12 -0800] "GET / HTTP/1.1" 200 12470 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X x.y; rv:42.0) AppleWebKit/537.36 (KHTML, like Gecko) Safari/602.1" 
3.16.186.19 - - [08/Dec/2018:03:35:14 -0800] "GET / HTTP/1.1" 200 12470 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:47.0) Gecko/20100101 Safari/602.1" 
113.171.224.176 - - [08/Dec/2018:03:39:51 -0800] "GET /honeypot/Honeypot%20-%20Howto.pdf HTTP/1.1" 200 61320 "-" "Mozilla/5.0 Gecko/20100115 Firefox/3.6" 
3.16.83.119 - - [08/Dec/2018:03:44:56 -0800] "GET / HTTP/1.1" 200 12470 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X x.y; rv:42.0) AppleWebKit/537.36 (KHTML, like Gecko) Safari/602.1" 
