46.232.120.33 - - [25/Jun/2023:01:50:20 -0700] "GET /bootstrap/img/favicon.ico HTTP/1.1" 304 226 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36 Edg/116.0.0.0" 
221.238.131.162 - - [25/Jun/2023:02:03:25 -0700] "GET /Security-Data-Analysis/Lab_1/conn.log.zip HTTP/1.1" 206 17480417 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:01:57:47 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 16159280 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:03:27 -0700] "GET /Security-Data-Analysis/Lab_1/conn.log.zip HTTP/1.1" 206 17031118 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
157.55.39.227 - - [25/Jun/2023:02:05:35 -0700] "GET /self.logs/access.log.2020-04-02.gz HTTP/1.1" 200 20281 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:03:27 -0700] "GET /Security-Data-Analysis/Lab_1/conn.log.zip HTTP/1.1" 206 17015452 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:03:23 -0700] "GET /Security-Data-Analysis/Lab_1/conn.log.zip HTTP/1.1" 206 17696417 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:03:27 -0700] "GET /Security-Data-Analysis/Lab_1/conn.log.zip HTTP/1.1" 206 17029400 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:03:21 -0700] "GET /Security-Data-Analysis/Lab_1/conn.log.zip HTTP/1.1" 206 17648418 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:03:27 -0700] "GET /Security-Data-Analysis/Lab_1/conn.log.zip HTTP/1.1" 206 17169600 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:03:28 -0700] "GET /Security-Data-Analysis/Lab_1/conn.log.zip HTTP/1.1" 206 16967272 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:02:20 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 6546754 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:03:27 -0700] "GET /Security-Data-Analysis/Lab_1/conn.log.zip HTTP/1.1" 206 4724560 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:03:33 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 5911597 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:03:53 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 5705261 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:01:57:42 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 10608360 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:01:57:44 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 10506160 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:01:57:40 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 11000435 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:01:57:48 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 11386540 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:01:57:47 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 11304780 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:09:34 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 1765105 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:01:57:47 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 17133995 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:07:33 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 3381433 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:01:57:47 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 13791160 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:01:57:47 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 14524080 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:08:28 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 2638058 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:04:59 -0700] "GET /Security-Data-Analysis/Lab_1/conn.log.zip HTTP/1.1" 206 7670068 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:09:00 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 2218783 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:01:57:44 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 14976680 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:08:45 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 2362502 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:09:51 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 1500974 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:04:15 -0700] "GET /Security-Data-Analysis/Lab_1/conn.log.zip HTTP/1.1" 206 8129499 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:01:57:47 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 14421880 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:09:15 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 2059916 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:08:21 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 2725895 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:01:57:40 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 15246780 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:10:52 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 400627 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:01:57:47 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 17097754 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:10:51 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 573272 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:01:57:47 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 14862800 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:03:27 -0700] "GET /Security-Data-Analysis/Lab_1/conn.log.zip HTTP/1.1" 206 9503140 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:10:32 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 942869 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:10:34 -0700] "GET /Security-Data-Analysis/Lab_1/conn.log.zip HTTP/1.1" 206 4375631 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:11:02 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 236566 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:11:00 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 259845 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:09:30 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 1886159 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:10:07 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 1338915 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:01:57:42 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 16103800 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:11:09 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 150784 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:11:07 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 170711 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:10:58 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 307038 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:10:42 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 585460 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:11:09 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 127433 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:01:57:44 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 15519800 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:11:09 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 138191 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:10:50 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 637220 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:11:11 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 96107 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:11:11 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 117359 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:11:11 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 83386 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:10:31 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 819060 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:11:11 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 102924 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:10:28 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 1042279 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:10:36 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 880691 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:01:57:47 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 15957800 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:10:15 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 1239597 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:01:57:44 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 16083360 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:01:57:44 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 15925680 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:10:47 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 750770 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:01:57:44 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 16515520 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:01:57:40 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 16585600 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:10:25 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 874540 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:01:57:44 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 16811900 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:01:57:47 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 16216220 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:10:16 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 1086240 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:01:57:47 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 16010360 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:01:57:47 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 16137380 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:11:03 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 209358 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:01:57:50 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 15965100 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:01:57:47 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 15254080 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:01:57:47 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 15947580 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:01:57:42 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 16127160 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:01:57:47 -0700] "GET /maccdc2012/conn.log.gz HTTP/1.1" 206 16286300 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:11:03 -0700] "GET /Security-Data-Analysis/Lab_1/conn.log.zip HTTP/1.1" 206 3908639 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
114.119.159.123 - - [25/Jun/2023:02:11:53 -0700] "GET /self.logs/error.log.2020-12-22 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
221.238.131.162 - - [25/Jun/2023:02:05:54 -0700] "GET /Security-Data-Analysis/Lab_1/conn.log.zip HTTP/1.1" 206 7200706 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:03:23 -0700] "GET /Security-Data-Analysis/Lab_1/conn.log.zip HTTP/1.1" 206 9078280 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:07:02 -0700] "GET /Security-Data-Analysis/Lab_1/conn.log.zip HTTP/1.1" 206 6491771 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:03:27 -0700] "GET /Security-Data-Analysis/Lab_1/conn.log.zip HTTP/1.1" 206 10852180 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:07:35 -0700] "GET /Security-Data-Analysis/Lab_1/conn.log.zip HTTP/1.1" 206 6028559 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
221.238.131.162 - - [25/Jun/2023:02:12:02 -0700] "GET /Security-Data-Analysis/Lab_1/conn.log.zip HTTP/1.1" 206 379600 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" 
