54.36.149.16 - - [08/Apr/2019:02:35:44 -0700] "GET /self.logs/2016/access.log.2016-01-06.gz HTTP/1.1" 200 5438 "-" "Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/)" 
203.99.205.133 - - [08/Apr/2019:02:36:39 -0700] "GET / HTTP/1.1" 200 12455 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.67 Safari/537.36" 
203.99.205.133 - - [08/Apr/2019:02:36:39 -0700] "GET /twitter-icon.png HTTP/1.1" 200 27732 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.67 Safari/537.36" 
203.99.205.133 - - [08/Apr/2019:02:36:40 -0700] "GET /GitHub-Mark.png HTTP/1.1" 200 7372 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.67 Safari/537.36" 
203.99.205.133 - - [08/Apr/2019:02:36:41 -0700] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 534 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.67 Safari/537.36" 
54.36.148.147 - - [08/Apr/2019:02:44:00 -0700] "GET /self.logs/2016/error.log.2016-07-26.gz HTTP/1.1" 200 834 "-" "Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/)" 
14.140.115.218 - - [08/Apr/2019:02:45:11 -0700] "GET / HTTP/1.1" 200 12511 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36" 
14.140.115.218 - - [08/Apr/2019:02:45:12 -0700] "GET /twitter-icon.png HTTP/1.1" 200 27787 "http://www.secrepo.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36" 
14.140.115.218 - - [08/Apr/2019:02:45:13 -0700] "GET /GitHub-Mark.png HTTP/1.1" 200 7428 "http://www.secrepo.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36" 
14.140.115.218 - - [08/Apr/2019:02:45:13 -0700] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 589 "http://www.secrepo.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36" 
54.36.148.40 - - [08/Apr/2019:02:46:16 -0700] "GET /self.logs/2015/error.log.2015-04-06.gz HTTP/1.1" 200 610 "-" "Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/)" 
212.57.29.254 - - [08/Apr/2019:02:48:43 -0700] "GET /maccdc2012/ftp.log.gz HTTP/1.1" 200 128116 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36" 
113.171.224.176 - - [08/Apr/2019:02:49:53 -0700] "GET /honeypot/Honeypot%20-%20Howto.pdf HTTP/1.1" 200 61320 "-" "Mozilla/5.0 Gecko/20100115 Firefox/3.6" 
216.244.66.245 - - [08/Apr/2019:02:55:10 -0700] "GET /robots.txt HTTP/1.1" 200 233 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" 
54.36.150.82 - - [08/Apr/2019:02:59:27 -0700] "GET /self.logs/2016/access.log.2016-01-04.gz HTTP/1.1" 200 10217 "-" "Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/)" 
