114.119.140.174 - - [27/Aug/2022:02:10:10 -0700] "GET /self.logs/error.log.2020-08-29 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
34.206.152.150 - - [27/Aug/2022:02:12:54 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
34.206.152.150 - - [27/Aug/2022:02:12:54 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
114.119.149.237 - - [27/Aug/2022:02:22:11 -0700] "GET /self.logs/error.log.2020-09-27 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
34.206.152.150 - - [27/Aug/2022:02:22:54 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
34.206.152.150 - - [27/Aug/2022:02:22:54 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
34.206.152.150 - - [27/Aug/2022:02:32:54 -0700] "HEAD / HTTP/1.1" 301 186 "-" "DreamHost SiteMonitor 1.0" 
34.206.152.150 - - [27/Aug/2022:02:32:54 -0700] "HEAD / HTTP/1.1" 200 359 "http://66.33.221.139" "DreamHost SiteMonitor 1.0" 
142.4.118.162 - - [27/Aug/2022:02:35:29 -0700] "GET /bootstrap/kindeditor/asp/upload_json.asp?dir=Image HTTP/1.1" 301 575 "http://secrepo.com/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36" 
142.4.118.162 - - [27/Aug/2022:02:35:29 -0700] "GET /bootstrap/kindeditor/asp/upload_json.asp?dir=Image HTTP/1.1" 404 328 "http://secrepo.com/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36" 
142.4.118.162 - - [27/Aug/2022:02:35:29 -0700] "GET /Lab_1/kindeditor/asp/upload_json.asp?dir=Image HTTP/1.1" 301 566 "http://secrepo.com/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36" 
